id,english,ipa,portuguese,level,word_type,definition_en,definition_pt,example_en,example_pt,tags
1967,forgave,,passado de forgive,A2,verb,,,My grandma forgave me for breaking her vase when I was a child.,Minha avó me perdoou por quebrar seu vaso quando era criança.,
1968,forge,,"""forja",fornalha,,,,She decided to learn how to forge a sword like her grandfather used to do.,Ela decidiu aprender como forjar uma espada como sua avô costumava fazer.,
1969,forget,,esquecer,A2,verb,,,I wrote down my phone number on a piece of paper so I can forget it later and use the app to find it again.,Escrevi meu número de telefone em um pedaço de papel para que eu possa esquecer e usar o aplicativo para encontrá-lo novamente.,
1970,forgive,,perdoar,A2,verb,,,,,
1971,forgiven,,particÃ­pio passado de forgive,A2,verb,,,"After apologizing to my sister, I felt forgiven by her and we hugged each other tightly.","Depois de me desculpar com minha irmã, eu me senti perdoado e nós nos abraçamos apertados.",
1973,forgot,,passado de forget,A2,verb,,,She forgot to bring her phone to the movies tonight.,Ela esqueceu levar seu celular ao cinema esta noite.,
1974,forgotten,,particÃ­pio passado de forget,A2,verb,,,My grandmother forgotten my birthday last year.,Minha avó esqueceu meu aniversário no ano passado.,
1976,form,,"""forma",A1,,,,She needs to fill out a form before she can apply for her passport.,Ela precisa preencher um formulário antes de poder solicitar seu passaporte.,
1977,formal,,formal,A2,noun,,,She wore a formal dress to the wedding.,Ela vestiu uma saia formal para o casamento.,
1979,formidable,,muito difÃ­cil,A1,,,,The mountain hike was formidable for my beginner status.,A caminhada no monte era difícil devido ao meu status de iniciante.,
1981,fort,,"""forte","fortificaÃ§Ã£o""",A2,,,The child played with blocks near a small fort made of blankets and chairs.,O menino brincou com blocos perto de uma pequena fortaleza feita de lençóis e cadeiras.,
1984,forty,,quarenta,A2,noun,,,I have forty dollars to buy a new book.,Tenho quarenta dólares para comprar um livro novo.,
1985,forward,,para frente,A1,,,,She looks forward to her birthday party tomorrow.,Ela está ansiosa para sua festa de aniversário amanhã.,
1986,foster,,"""promover",A1,,,,The charity works to foster a sense of community among local families.,A organização de caridade trabalha para criar uma sensação de comunidade entre as famílias locais.,
1988,foul,,"""desagradÃ¡vel",A1,,,,The referee blew his whistle to stop a foul committed by the opposing team's player during the soccer game.,O árbitro acertou o sino para parar uma falha cometida pelo jogador da equipe adversária durante o jogo de futebol.,
1989,found,,passado e particÃ­pio passado de find,A1,,,,I found a lost coin on the ground.,Encontrei uma moeda perdida no chão.,
1992,fountain,,"""fonte",chafariz,"nascente""",,,A natural source of water,Fonte de água natural.,
1993,four,,quatro,A2,noun,,,There are four wheels on a bicycle.,Existem quatro rodas em uma bicicleta.,
1995,fourteenth,,dÃ©cimo quarto,A2,noun,,,She finished her homework by the fourteenth time she tried it.,Ela terminou a sua tarefa pela quarta vez que tentou.,
1996,fourth,,quarto,A2,noun,,,It's my fourth day at the new school.,Eu estou no quarto dia na nova escola.,
1997,fowl,,ave,A1,,,,The farmer had to get rid of the fowl that was disturbing the chickens on her property.,O agricultor precisava se livrar das galinhas que estavam perturbando as galinhas da sua propriedade.,
1999,foxy,,"""esperto","astuto""",A2,,,Tendo as qualidades de uma raposa.,"Com características furtivas e ágeis, como uma raposa.",
2003,fragment,,fragmento,A1,,,,The teacher cut a fragment from the student's essay to help her understand what was expected in the assignment.,O professor cortou um pedaço do trabalho da aluno para ajudá-lo a entender o que era esperado na tarefa.,
2004,fragrance,,fragrÃ¢ncia,A2,noun,,,The smell of freshly baked cookies filled our small cottage with a lovely fragrance.,O cheiro do queijo fresco encheu nosso pequeno cottage com um charme agradável.,
2007,frame,,"""quadro",moldura,,,,She carefully selected a frame to hold up her artwork in the living room.,Ela escolheu cuidadosamente um quadro para segurar sua obra de arte na sala de estar.,
2008,framework,,compor,A2,noun,,,The company uses a new framework to organize its projects more efficiently.,A empresa utiliza um novo quadro de trabalho para organizar seus projetos de forma mais eficiente.,
2009,france,,FranÃ§a,A2,noun,,,The Eiffel Tower is a famous landmark in France.,A Torre Eiffel é um sinal de destaque famoso na França.,
2010,french,,francÃªs,A2,verb,,,My sister is taking French lessons next week.,Minha irmã está tomando aulas de francês na próxima semana.,
2016,freeway,,autoestrada,A2,noun,,,usually divided and having at least two lanes in each direction,Dividido em geral e com pelo menos duas faixas na cada direção.,
2018,freezer,,refrigerador,A2,noun,,,She put the leftovers in the freezer to keep them fresh.,Ela colocou os restos no congelador para mantê-los frescos.,
2020,freight,,"""frete","carga""",A2,,,Pagamento pelo transporte.,Pagamento pelo transporte é um requisito obrigatório no mercado de trabalho.,
2022,frequent,,frequente,A2,adjective,,,"I check my schedule every day to make sure I see my friends at least once a week, which can be a frequent social event.","Eu verifico meu agendamento todos os dias para garantir que veja meus amigos pelo menos uma vez por semana, o que pode ser um evento social frequente.",
2023,fresh,,"""fresco","novo""",A2,,,along a river or onto the land,Longo o rio ou sobre a terra.,
2024,freshman,,calouro,A2,noun,,,The high school student was a freshman on her first day of classes.,A estudante do ensino médio era uma primeira-years na sua primeira aula.,
2026,fried,,frito,A2,adjective,,,My mom buys fried chicken on weekends at the market.,Minha mãe compra frango frito nos fins de semana na feira.,
2028,fries,,fritas [batatas],A2,noun,,,batata frita,Batata frita é um tipo de farofa feita com batatas cortadas em cubos e fritas até ficar crocante.,
2029,fright,,"""terror","pavor""",B1,,,The children felt a sudden fright when they heard the loud thunder during the storm.,Os crianças se assustaram de repente ao ouvir o trovão alto durante a tempestade.,
2030,frightening,,"""horrÃ­vel","assustador""",B1,,,Watching a scary movie was a frightening experience for me last night.,Assistir a um filme assustador foi uma experiência aterradora para mim ontem à noite.,
2032,frog,,rÃ£,B1,noun,,,"While walking through the pond, I saw a tiny frog.","Enquanto caminhava pelo lago, vi uma rã muito pequena.",
2034,front,,"""frente",dianteira,,,,You stand at the front of a crowd waiting to buy tickets.,Você está no frente de um grupo de pessoas esperando comprar ingressos.,
2035,front desk,,recepÃ§Ã£o,B1,noun,,,The hotel staff stood behind the front desk to greet the arriving guests.,O pessoal do hotel ficou atrás da caixa de recebimento para cumprimentar os hóspedes chegando.,
2037,frontier,,fronteira,B1,noun,,,The company's new factory is being built on the frontier of its territory.,A fábrica nova da empresa está sendo construída na fronteira de seu território.,
2038,frost,,congelamento,A1,,,,She carefully painted over the frost on her car windshield to remove it before driving.,Ela pintou cuidadosamente sobre o gelo na tira de ventoinha do seu carro para removê-lo antes de dirigir.,
2044,fruit,,fruta,A1,,,,My son loves eating fruit at breakfast time.,Meu filho gosta de comer frutas à hora do café da manhã.,
2045,frustrate,,frustrar,B1,verb,,,The driver's slow traffic was going to frustrate my plans for arriving on time for work.,O tráfego lento do motorista ia frustrar minhas expectativas de chegar ao trabalho em tempo hábil.,
2046,fry,,fritar,B1,noun,,,batata frita,Batata frita.,
2047,fuel,,combustÃ­vel,A1,,,,I will need to drive my car to work every day and use a lot of fuel.,Eu preciso dirigir meu carro ao trabalho todos os dias e usar muito combustível.,
2048,fugitive,,fugitivo,B1,noun,,,as to avoid law authorities in order to avoid an arrest or prosecution,Evitar as autoridades judiciais para evitar uma prisão ou processo.,
2051,fumble,,manusear desajeitadamente,B1,noun,,,,,
2052,fume,,"""defumar","exalar gÃ¡s""",B1,,,Um gÃ¡s ou vapor que tem um cheiro forte ou Ã© perigoso para inalar.,Um gás ou vapor que tem um cheiro forte ou é perigoso para inalar.,
2053,fun,,"""diversÃ£o",prazer,divertimento,,,I'm looking forward to going to the amusement park this weekend because I want to have fun with my friends.,Estou ansioso para ir ao parque de diversões this weekend because I want to have fun com meus amigos.,
2054,function,,funÃ§Ã£o,A1,,,,The computer has a function that helps people make presentations.,O computador tem uma função que ajuda as pessoas a fazer apresentações.,
2055,fund,,fundo [finanÃ§as],B1,noun,,,She started a small business to fund her children's education.,Ela iniciou uma pequena empresa para financiar a educação de seus filhos.,
2056,funeral,,"""funeral","enterro""",B1,,,Uma cerimÃ´nia para honrar e lembrar uma pessoa falecida. Muitas vezes Ã© diferenciada de um serviÃ§o memorial pela presenÃ§a do corpo do falecido.,Uma cerimônia de luto para homenagear e lembrar uma pessoa falecida.,
2059,furious,,furioso,B1,adjective,,,The driver was furious when he found out his car had been ticketed on purpose.,O motorista ficou furioso quando descobriu que sua carrocia foi multada intencionalmente.,
2061,furnish,,mobiliar,B1,noun,,,The interior designer will help me furnish my new apartment before I move in.,O designer interiorista vai me ajudar a decorar meu novo apartamento antes que eu me mude.,
2063,further,,mais longe,A1,,,,The school is further away than I thought.,A escola está mais longe do que eu imaginava.,
2064,fury,,"""fÃºria","raiva""",B1,,,Raiva extrema.,Raiva intensa.,
2065,fuse,,"""fusÃ­vel",A1,,,,The fire alarm sounded and we had to fuse the wire to restore electricity.,A sirene de fogo estouou e tivemos que fixar um fio para restaurar a eletricidade.,
2067,futile,,fÃºtil,B1,adjective,,,Trying to fix a broken bike with rusty tools is a futile task.,Tentar consertar uma bicicleta quebrada com ferramentas envelhecidas e corrosivas é um empenho vão.,
2068,future,,futuro,B1,noun,,,She planned her dream vacation to visit Europe in the future.,Ela planejou sua viagem sonhada à Europa para o futuro.,
2069,letra g,,PronÃºncia,B1,,,,O professor explicou a pronúncia da letra G em português.,,
2070,gadget,,"""dispositivo",invento,"engenhoca""",,,"""A thing whose name cannot be remembered",Coisa que se esquece de nome.,
2071,gain,,"""ganhar",obter,,,,She hopes to gain a better understanding of her native language by practicing English every day.,Ela espera ganhar uma melhor compreensão de sua língua nativa praticando inglês todos os dias.,
2074,gamble,,apostar,A1,,,,She thinks twice before buying lottery tickets because it's a big gamble.,Ela pensa duas vezes antes de comprar bilhetes de loteria porque é um grande arrisco.,
2075,game,,jogo,B1,noun,,,She is really good at chess and often challenges her friends to a game.,Ela é muito boa em xadrez e desafia muitas vezes seus amigos a um jogo.,
2076,gang,,gangue,A1,,,,The police were looking for a member of the local gang who had stolen their bike.,A polícia estava procurando um membro da gangue local que havia roubado seu bicicleta.,
2082,garment,,"""vestuÃ¡rio","peÃ§a de roupa""",B1,,,Uma peÃ§a de roupa.,Peça de roupa.,
2083,gas,,gÃ¡s,A1,,,,The car's engine was giving off a bad smell of gas.,O motor do carro estava despejando um mau cheiro de gás.,
2084,gas station,,posto de gasolina,B1,noun,,,I stopped at a gas station to fill up my car before continuing my road trip.,Parou em uma garagem para abastecer o carro antes de continuar a viagem de estrada.,
2086,gasoline,,gasolina,B1,noun,,,She filled up her car's tank with gasoline on her way to the beach.,Ela encheu o tanque do carro com gasolina na estrada para a praia.,
2087,gasp,,suspiro,B1,noun,,,Uma respiraÃ§Ã£o curta e sÃºbita.,Uma respiração curta e súbita.,
2088,gate,,portÃ£o,B1,noun,,,She carefully opened the gate to let her dog out of the yard.,Ela cuidadosamente abriu a porta para deixar seu cão sair do quintal.,
2089,gather,,"""reunir","colher""",B1,,,made by drawing a thread through it,Foi feito com uma linha de seda passando por ela.,
2091,gay,,homossexual,A1,,,,The gay neighbour of mine is very friendly and always welcomes me over for dinner.,Meu vizinho gay é muito simpático e sempre convida-me para jantar.,
2092,gaze,,"""fitar",encarar,,,,The child's gaze locked onto her parent as she fell off the swing.,O olhar da criança se fixou em seu pai enquanto caía do balanço.,
2094,geek,,alguÃ©m chato e fora de moda,B1,noun,,,My son is a bit of a geek when it comes to collecting stamps.,Meu filho é um pouco de fã de selos quando se trata de colecioná-los.,
2096,gene,,gene,B1,noun,,,The genetic test will help identify the gene that is responsible for her rare eye disorder.,A testagem genética ajudará a identificar o gene responsável por seu problema de olho raro.,
2097,general,,geral,A1,,,,"The doctor will give you advice and treatment, but it's all general information, so don't take anything as medical fact.","O médico lhe dará conselhos e tratamento, mas essa informação é geral e não tome nada como fato médico.",
2098,generate,,"""gerar","produzir""",B1,,,The company's new product is designed to generate energy more efficiently than its predecessors.,A nova produto da empresa é projetado para gerar energia de forma mais eficiente do que seus antecessores.,
2099,generation,,geraÃ§Ã£o,B1,noun,,,The company's new marketing strategy focused on reaching the younger generation.,A empresa desenvolveu uma nova estratégia de marketing que visa alcançar a geração mais jovem.,
2100,generous,,"""generoso",nobre,"abundante""",,,"""Noble in behaviour or actions",De comportamento ou ações nobres.,
2101,genius,,gÃªnio,B1,noun,,,The scientist was hailed as a genius after winning the Nobel Prize in Physics.,O cientista foi elogiado como um gênio após ganhar o Prêmio Nobel de Física.,
2102,gentle,,gentil,B1,noun,,,She played a beautiful melody on her piano to create a gentle atmosphere at home.,Ela tocou uma melodia linda no piano para criar um ambiente suave em casa.,
2103,gentleman,,cavalheiro,B1,noun,,,He tipped his hat to the gentleman who helped him at the charity event.,Ele acenou em respeito ao gentleman que o ajudou na ocasião de caridade.,
2105,geography,,geografia,B1,noun,,,She studied geography to become a cartographer and map designer.,Ela estudou geografia para se tornar uma cartógrafa e designer de mapas.,
2106,germany,,Alemanha,B1,,,,Many European countries have trade agreements with Germany.,Muitos países europeus têm acordos comerciais com a Alemanha.,
2107,german,,alemÃ£o,B1,noun,,,The German tourists were very friendly and helped us find our way around the city.,Os turistas alemães foram muito amigáveis e nos ajudaram a encontrar nosso caminho pela cidade.,
2109,get,,"""obter",conseguir,ganhar,,,You can get a good deal on your favorite video game at the store today.,Você pode encontrar um bom negócio em seu jogo de vídeo favorito na loja hoje.,
2110,ghost,,"""fantasma",apariÃ§Ã£o,"espÃ­rito""",,,The spirit,O espírito,
2111,giant,,gigante,B1,noun,,,The giant sequoia tree was a popular tourist attraction in the national park.,A árvore de sequoia-gigante era uma atração turística popular no parque nacional.,
2112,gift,,presente,A1,,,,My daughter gave me a gift of flowers yesterday.,Minha filha me deu um presente de flores ontem.,
2113,gift certificate,,"""vale-brinde","vale-compras""",B1,,,"intended to be purchased as a gift.""",Interno de compras.,
2114,gin,,gim,B1,noun,,,oats or rye with juniper berries,Trigo ou cevada com mirtilos de abeto.,
2118,girlfriend,,namorada,B1,noun,,,She told her boyfriend that she was breaking up with his girlfriend.,Ela contou ao seu namorado que estava se separando da sua namorada.,
2119,give,,dar,B1,verb,,,She was happy to give her brother a new bike on his birthday.,Ela estava feliz em dar um novo bicicleta ao seu irmão no aniversário.,
2121,glance,,"""relance","olhar rÃ¡pido""",B1,,,Um olhar breve ou superficial.,Olha de passagem.,
2123,glass,,vidro,A1,,,,She carefully put a glass of water on the table before drinking it.,Ela colou cuidadosamente uma garrafa de água na mesa antes de beber.,
2124,glasses,,Ã³culos,B1,verb,,,She put on her glasses to read the menu at the restaurant.,Ela pôs seus óculos para ler o cardápio do restaurante.,
2125,glide,,deslizar,A1,,,,She carefully climbed onto the skateboard and began to glide down the small hill.,Ela subiu cuidadosamente na skate e começou a glissar por pequena colina.,
2126,glimpse,,"""vislumbre",vestÃ­gio,,,,"As I walked through the old mansion, she caught a glimpse of something unusual in the corner of her eye.","Quando eu andava pelo antigo casarão, ela pegou uma visão de algo estranho no canto do olho dela.",
2127,glitter,,"""brilho","resplendor""",B1,,,sparkling light,Luz brilhante.,
2128,global,,global,B1,noun,,,The global company has a strong presence in many countries around the world.,A empresa global tem uma presença forte em muitos países ao redor do mundo.,
2129,globalize,,globalizar,A1,,,,The company plans to globalize its products by selling them online.,A empresa planeja mundializar seus produtos vendendo-os online.,
2130,globe,,globo,B1,noun,,,She carefully placed her globe on the map table to compare it with real locations.,Ela colocou cuidadosamente seu globo no tabuleiro de mapa para compará-lo com locais reais.,
2131,gloom,,"""escuridÃ£o",A1,,,,She walked into the room and noticed a gloom over her family's faces after hearing bad news.,Ela entrou na sala e notou um tom de tristeza sobre as faces da sua família após ouvir boatos ruim.,
2132,glory,,glÃ³ria,B1,noun,,,She felt a surge of pride and glory after winning the school's annual sports competition.,Ela se sentiu orgulhosa e gloriosa após vencer a competição esportiva anual da escola.,
2133,glossary,,glossÃ¡rio,B1,noun,,,The university provided a comprehensive glossary to help students understand technical terms used in their field of study.,O universidade forneceu um glossário abrangente para ajudar os alunos a entender termos técnicos usados em seu campo de estudo.,
2135,glow,,"""incandescÃªncia",brilho,,,,The light bulb began to glow after I replaced it.,A lâmpada começou a brilhar depois que eu a substituí.,
2136,glue,,cola,A1,,,,I use glue to fix my shoes.,Eu uso cola para fixar meus sapatos.,
2138,goal,,"""objetivo",meta,,,,"As she approached her 30th birthday, Sarah realized that getting a graduate degree was now her life's goal.","Quando se aproximava de seus 30 anos, Sarah percebeu que obter uma graduação superior era agora sua vida objetiva.",
2139,god,,"""deus",divindade,,,,The priest often referred to God as a symbol of spiritual guidance.,O padre frequentemente referia Deus como um símbolo de orientação espiritual.,
2142,golf,,golfe,A1,,,,I'm going to play golf with my friends on the weekend.,Vou jogar tênis de semana-feira com meus amigos.,
2143,gone,,particÃ­pio passado de go,B1,verb,,,The toy that I lent to my friend is gone.,O brinquedo que emprestei ao meu amigo desapareceu.,
2144,good,,bom,B1,adjective,,,The hotel's rating is good and highly recommended to my friends.,O hotel é bem avaliado e muito recomendado aos meus amigos.,
2148,gossip,,"""fofoca",A1,,,,My friend likes to gossip about what's happening at school.,Meu amigo gosta de falar sobre o que acontece na escola.,
2149,got,,passado e particÃ­pio passado de get,B1,verb,,,She got wet while walking in the rain.,Ela ficou úmida enquanto caminhava na chuva.,
2150,gotten,,tambÃ©m particÃ­pio passado de get,B1,verb,,,"By the time I got there, she had already gotten a parking ticket.","Quando cheguei lá, já havia recebido uma multa de estacionamento.",
2153,governor,,governador,B1,noun,,,The governor of the state visited our town to learn about its local economy.,O governador do estado visitou nossa cidade para conhecer sobre sua economia local.,
2154,grab,,"""agarrar","segurar""",B1,,,Um puxÃ£o repentino em algo.,Uma pulsação repentina na coisa.,
2156,grade,,nota,A1,,,,She needs to get a good grade on her math test to pass the class.,Ela precisa de bom desempenho no teste de matemática para passar a aula.,
2158,graduate,,"""graduado",formado,,,,"After finishing my studies, I felt proud to be a graduate of the university's engineering program.","Após concluir os meus estudos, me senti orgulhoso de ser formado no programa de engenharia da universidade.",
2162,grandchild,,neto ou neta,B1,noun,,,Her daughter is excited to meet her grandchild for the first time after a long separation.,A filha está ansiosa para conhecer seu neto pela primeira vez após uma longa ausência.,
2163,granddaughter,,neta,B1,noun,,,My 10-year-old granddaughter loves to help me in the garden on sunny weekends.,Minha netina de 10 anos gosta de me ajudar no jardim nos fins de semana solares.,
2164,grandfather,,avÃ´,B1,noun,,,My grandfather came to visit us on his vacation.,Meu avô veio visitar-nos durante suas férias.,
2165,grandmother,,avÃ³,B1,noun,,,My grandmother always makes a delicious apple pie when I visit her house.,Minha avó sempre faz um delicioso pastel de maçã quando eu visito sua casa.,
2167,grandson,,neto,B1,noun,,,My grandson is visiting me from college this weekend.,Meu neto vai visitar na semana que vem.,
2168,grant,,conceder,B1,noun,,,The government decided to grant a tax cut to small businesses.,O governo decidiu reduzir os impostos para empresas pequenas.,
2171,grasp,,"""segurar firme",agarrar,,,,"To grasp the concept of cooking, it's essential to follow a recipe carefully and practice regularly.",Aprender a cozinhar requer seguir receitas com atenção e praticar regularmente.,
2173,grateful,,"""grato","agradecido""",B1,,,"After receiving her birthday gift, Maria felt truly grateful to have such thoughtful family members.","Depois de receber seu presente de aniversário, Maria se sentiu profundamente agradecida por ter tais membros da família tão pensativos.",
2174,grave,,"""tÃºmulo",sepultura,,,,The old headstone indicated that she was buried in a grave beneath her family's ancestral home.,O velho monumento sinalizava que ela estava enterrada em uma tumba sob a casa ancestral da família.,
2175,gravity,,"""gravidade",seriedade,,,,The astronauts studied the effects of gravity on their movements during the spacewalk.,Os astronautas estudaram os efeitos da gravidade em suas movimentações durante a caminhada no espaço.,
2176,gray,,"""cinzento","cinza""",B1,,,Uma cor acromÃ¡tica intermediÃ¡ria entre o preto e o branco.,Uma cor de tom intermediário entre preto e branco.,
2178,greece,,GrÃ©cia,B1,,,,I'm planning a trip to Greece next summer to visit my grandparents.,Estou planejando uma viagem à Grécia ao próximo verão para visitar meus avós.,
2181,green,,verde,B1,adjective,,,The grass outside was green after the spring rain.,O grama lá fora ficou verde após a chuva de primavera.,
2186,grieve,,"""magoar","fazer sofrer""",B1,,,Causar tristeza ou angÃºstia a.,Causar tristeza ou angústia às pessoas.,
2187,grilled,,grelhado,B1,verb,,,She had her burger grilled to perfection at the backyard barbecue.,Ela teve seu hambúrguer assado perfeitamente na churrasqueira do quintal.,
2188,grind,,"""moer",triturar,,,,She had to grind the coffee beans before brewing a fresh pot of coffee every morning.,Ela precisava molhar os grãos de café antes de fazer um novo café todos os dias.,
2189,grip,,empunhar,A1,,,,She struggled to get a good grip on the slippery soap bar.,Ela lutou para manter uma boa hold na barra de sabão escorregadia.,
2190,grocery,,"""empÃ³rio","mercearia""",B1,,,(geralmente mantimentos) produtos alimentÃ­cios de varejo e outros suprimentos domÃ©sticos.,Produtos alimentícios de varejo e outros suprimentos domésticos.,
2191,groove,,encaixe,A1,,,,She likes to dance at a party because she finds her favorite music has a great groove.,Ela gosta de dançar em uma festa porque seus músicas favoritas têm um ótimo ritmo.,
2193,group,,grupo,B1,noun,,,The volunteers formed a group to help organize the charity event.,Os voluntários se reuniram para ajudar a organizar o evento de caridade.,
2196,guarantee,,"""garantia",fianÃ§a,,,,The company offers a money-back guarantee on all its products.,A empresa oferece garantia de devolução de dinheiro em todas as suas produtos.,
2197,guard,,"""guarda",vigia,,,,The security guard watched over the empty parking lot at night.,O vigilante guardava o estacionamento vazio à noite.,
2200,guide,,"""guiar",liderar,,,,My tour guide helped me navigate through the crowded streets of Tokyo.,Minha guia de turismo me ajudou a navegar pelas ruas densamente povoadas do Tokyo.,
2201,guilt,,culpa,B1,noun,,,She felt a deep sense of guilt after she lied to her friend about where she had been.,Ela se sentiu profundamente culpada após mentir sobre onde estava para seu amigo.,
2202,guilty,,"""culpado","criminoso""",B1,,,Um apelo de um rÃ©u que nÃ£o contesta uma acusaÃ§Ã£o.,Um réu que não contesta uma acusação.,
2204,gulf,,golfo,B1,noun,,,"The tourist drove along the coast of a beautiful gulf in Florida, admiring its crystal-clear waters and sandy beaches.","O turista dirigiu ao longo da costa de um lindo golfo na Flórida, admirando seus águas cristalinas e praias arenosas.",
2205,gum,,goma de mascar,A1,,,,She spat out a piece of gum from her mouth.,Ela espirrou uma peça de gomilha da sua boca.,
2206,gun,,arma de fogo,B1,noun,,,She took her gun to the range to practice shooting every weekend.,Ela levou sua arma ao alvo para praticar tiros todos os finais de semana.,
2207,guy,,"""sujeito","cara [gÃ­ria]""",B1,,,Uma efÃ­gie de um homem queimada em uma fogueira no aniversÃ¡rio da ConspiraÃ§Ã£o da PÃ³lvora (5 de novembro).,Uma efígie de um homem queimado em uma fogueira no aniversário da Conspiração da Pólvora (5 de novembro).,
2208,gymnasium,,"""",djÉªmneÉªziÉ™m,B1,,,Um grande salÃ£o ou edifÃ­cio para esportes indoor.,Ginásio ou salão de esportes indoor.,
2209,letra h,,PronÃºncia TraduÃ§Ã£o,B1,,,,Ela escreveu uma letra H na capa do seu caderno com tinta escura.,,
2210,habit,,hÃ¡bito,B1,noun,,,She realized that her lack of exercise was a bad habit that needed to be broken.,Ela percebeu que sua falta de exercícios era uma máculembre que precisava ser quebrada.,
2211,hacker,,pessoa que invade sistemas de computaÃ§Ã£o,A1,,,,The police arrested a hacker who broke into my sister's computer to steal her identity.,A polícia prendeu um hacker que rachou na computadora da minha irmã para roubar sua identidade.,
2214,hair,,cabelo,A1,,,,My daughter needs to wash her hair before swimming.,Minha filha precisa lavar seu cabelo antes de nadar.,
2215,hairdresser,,cabeleireiro,B1,noun,,,She's been going to the same hairdresser since she was a child.,"Ela já tem muitos anos, mas continuou frequentando o mesmo coqueirão desde que era criança.",
2216,half,,meio,A1,,,,She divided a banana into two equal pieces and kept half for herself.,Ela fez uma banana em duas partes iguais e guardou metade para si mesma.,
2218,halt,,parada,A1,,,,The bus will halt at the red light.,O ônibus parará à luz vermelha.,
2220,ham,,presunto,B1,noun,,,She bought a ham sandwich for her lunch at the deli counter.,Ela comprou um sanduíche de presunto para o almoço no balcão do deli.,
2224,handsome,,simpÃ¡tico,A1,,,,The boy in his school play was very handsome and got a lot of compliments from the audience.,O menino na peça escolar era muito bonito e recebeu muitas elogiações do público.,
2225,hang,,pendurar,A1,,,,The clothes hang on the line to dry.,Os roupas pendem na linha para secar.,
2226,hangar,,hangar,B1,noun,,,The airport had a large hangar to store its planes during bad weather.,O aeroporto tinha um grande hangar para armazenar seus aviões durante ruído de tempo.,
2228,happen,,"""acontecer","suceder""",B1,,,Ocorrer ou acontecer.,Acontecer.,
2230,harbor,,"""porto",enseada,,,,The sailboat safely navigated into the calm harbor at sunset.,A barca de vela chegou tranquilamente ao porto calmo à tarde.,
2231,hard,,duro,A1,,,,I have a hard time cracking this nut without getting splinters.,Tenho dificuldade em abrir essa amendoim sem me machucar.,
2232,hardware,,ferragens,A1,,,,She went to the store to buy new hardware for her DIY project.,Ela foi à loja para comprar novas ferramentas para seu projeto de DIY.,
2233,harm,,equipamento,B1,noun,,,A new policy is intended to reduce harm caused by speeding drivers on the road.,Uma nova política visa reduzir os danos causados por motoristas que conduzem ao excesso de velocidade na estrada.,
2235,harvest,,"""colheita",safra,,,,We collect the grapes during the harvest season to ensure they are ripe and ready for our wine production.,Coletamos uvas durante a temporada de colheita para garantir que estejam maduras e prontas para nossa produção de vinho.,
2237,haste,,"""pressa","precipitaÃ§Ã£o""",B1,,,The doctor advised me to slow down and avoid haste when rushing to finish my homework.,O médico me aconselhou a reduzir a velocidade e evitar pressa ao apressar-me a terminar o trabalho de casa.,
2239,hatch,,"""janelinha",portinhola,escotilha,,,My friend is trying to open a difficult hatch on his old bike trailer.,Meu amigo está tentando abrir uma tampa difícil no seu trailer de bicicleta velho.,
2240,hate,,Ã³dio,A1,,,,I hate eating broccoli.,Não gosto de comer couve-flor.,
2241,haul,,"""arrastar",A1,,,,She had to haul her heavy suitcase up the stairs.,Ela levou seu grande travejo de mão até o topo das escadas.,
2242,haunt,,assombrar,A1,,,,The creepy old house will haunt my dreams tonight.,A casa velha assustadora me assomará na minha sonhos hoje.,
2243,have,,"hÉ™v""",ter,B1,,,Uma pessoa rica ou privilegiada.,Pessoa de alto poder adicional.,
2246,head,,cabeÃ§a,A1,,,,She shook her head to get rid of the annoying fly.,Ela balançou a cabeça para afastar um mosquito irritante.,
2247,headache,,"""dor de cabeÃ§a",A1,,,,"After a long day at work, she went home and took some painkillers to relieve her headache.","Depois de um longo dia de trabalho, ela voltou em casa e tomou alguns medicamentos para aliviar sua cabeça de dor.",
2248,headline,,"""tÃ­tulo","manchete""",B1,,,A manchete ou tÃ­tulo de um artigo de revista ou jornal.,Cabeçalho do artigo de revista ou jornal.,
2249,heal,,"""curar","cicatrizar""",B1,,,Um feitiÃ§o ou habilidade que restaura pontos de vida ou remove um estado de afliÃ§Ã£o.,Um feitiço ou habilidade que restaura pontos de vida ou remove um estado de aflição.,
2250,health,,saÃºde,B1,noun,,,or malfunction,Falha no funcionamento do sistema.,
2252,heap,,"""monte",pilha,,,,My kids love to play in a big heap of leaves on the porch after a rainy day.,Meus filhos adoram brincar em uma grande montanha de folhas na varanda após um dia chuvoso.,
2253,hear,,ouvir,B1,verb,,,I like to hear my favorite music when I'm studying.,Gosto de ouvir minha música favorita ao estudar.,
2254,heard,,passado e particÃ­pio passado de hear,B1,verb,,,I heard my wife talking on the phone downstairs.,Escutei minha esposa falando pelo telefone no andar de baixo.,
2255,hearing,,audiÃ§Ã£o,A1,,,,The doctor will test your hearing to make sure you don't have a problem with your ears.,O médico verificará sua audição para garantir que você não tenha um problema com os ouvidos.,
2258,heat,,"""calor",aquecimento,,,,Putting on a sweater will help you feel less heat while sitting near an open window on a cold day.,Escondendo-se sob uma camiseta ajudará a se sentir menos quente ao sentar perto de uma janela aberta em um dia frio.,
2260,heavy,,pesado,B1,noun,,,The suitcases are heavy after being packed all day.,As malas são pesadas após serem carregadas todo dia.,
